ID,name,gwp,declared_unit,category
ec3us31n,AREMA #4 Ballast 1-1/2,9.1472 kgCO2e,1 t,Aggregates
ec3qpb3a,Arena Footing,9.8876 kgCO2e,1 t,Aggregates
ec3j575b,Caltrans 1x#4,9.8876 kgCO2e,1 t,Aggregates
ec30tp82,Caltrans 1x#4,9.1472 kgCO2e,1 t,Aggregates
ec3j94t0,Class II Perm,4.5 kgCO2e,1 t,Aggregates
ec33acnj,Class IIBase,5.31 kgCO2e,1 t,Aggregates
ec3jd25b,Clay,9.1472 kgCO2e,1 t,Aggregates
ec3g2xh0,Concrete Sand,9.8876 kgCO2e,1 t,Aggregates
ec3d5mr5,Concrete Sand,9.1472 kgCO2e,1 t,Aggregates
ec3gk7sk,Crushed ClassII Perm,5.26 kgCO2e,1 t,Aggregates
ec39893e,"Gabio 3 x 8""",9.1472 kgCO2e,1 t,Aggregates
ec3491ax,Granite Rock Fines,9.8876 kgCO2e,1 t,Aggregates
ec3087sh,Granite Rock Fines,9.1472 kgCO2e,1 t,Aggregates
ec31gtzq,Granite Sand,9.8876 kgCO2e,1 t,Aggregates
ec35mgs5,Granite Sand,9.1472 kgCO2e,1 t,Aggregates
ec3a4baz,M2 Tech Type X 5/8” Gypsum Board,165 kgCO2e,92.9 m^2,Aggregates
ec33tj6c,MFG Sand,7.49 kgCO2e,1 t,Aggregates
ec38n5ry,Pea Gravel,4.61 kgCO2e,1 t,Aggregates
ec34cn2n,Permiable,9.8876 kgCO2e,1 t,Aggregates
ec3htwqg,Permiable,9.1472 kgCO2e,1 t,Aggregates
ec364mqr,Ranchers Baserock,9.8876 kgCO2e,1 t,Aggregates
ec3xgjpf,Rip Rap (all sizes up to 15 ton),9.1472 kgCO2e,1 t,Aggregates
ec3100c7,Rock Dust,5.72 kgCO2e,1 t,Aggregates
ec38kteh,Screened Cobbles,9.8876 kgCO2e,1 t,Aggregates
ec3bk6k0,Top Sand,4.87 kgCO2e,1 t,Aggregates
ec3mz7rq,"Type 1, 2, 3 Slurry Seal Agg.",9.1472 kgCO2e,1 t,Aggregates
ec32km6r,Utility Sand,9.1472 kgCO2e,1 t,Aggregates
ec3z05bg,Utility Sand,9.8876 kgCO2e,1 t,Aggregates
ec3dxj7q,Washed Sand,9.8876 kgCO2e,1 t,Aggregates
ec3h1mpr,Washed Sand,9.1472 kgCO2e,1 t,Aggregates
ec3squez,Warehouse Signs,9.57017 kgCO2e,32 ton,Aluminium
ec3kh44b,Aluminum Extrusions - Anodized Finish,7.02 kgCO2e,1 kg,Aluminium_Extrusions
ec35d7ka,Aluminum Extrusions - Anodized Finish,7.02 kgCO2e,1 kg,Aluminium_Extrusions
ec35j16f,Aluminum Extrusions - Anodized Finish,5.9 kgCO2e,1 kg,Aluminium_Extrusions
ec3az2c5,Aluminum Extrusions - Mill Finish,5.9 kgCO2e,1 kg,Aluminium_Extrusions
ec3fcez1,Aluminum Extrusions - Mill Finish,5.9 kgCO2e,1 kg,Aluminium_Extrusions
ec3mqxrb,Aluminum Extrusions - Mill Finish,5.9 kgCO2e,1 kg,Aluminium_Extrusions
ec3fbb8c,Aluminum Extrusions - Painted Finish,11 kgCO2e,1 kg,Aluminium_Extrusions
ec3jm2kf,Aluminum Extrusions - Painted Finish,11 kgCO2e,1 kg,Aluminium_Extrusions
ec3cqkgj,Aluminum Extrusions - Painted Finish,11 kgCO2e,1 kg,Aluminium_Extrusions
ec3um3qx,AXIOM® TRIMS & TRANSITIONS,7140 kgCO2e,1 t,Aluminium_Suspension_Assemblies
ec3dfszs,Spray-applied Fire-Resistive Materials (SFRMs) - High & Ultra High Density,710 kgCO2e,1000 kg,Applied_Fireproofing
ec3j9gqk,Spray-applied Fire-Resistive Materials (SFRMs) - High & Ultra High Density,710 kgCO2e,1000 kg,Applied_Fireproofing
ec3p2yaj,Spray-applied Fire-Resistive Materials (SFRMs) - Medium Density,925 kgCO2e,1000 kg,Applied_Fireproofing
ec3wjhn5,Spray-applied Fire-Resistive Materials (SFRMs) - Medium Density,925 kgCO2e,1000 kg,Applied_Fireproofing
ec3cxgnn,Spray-applied Fire-Resistive Materials (SFRMs) - Standard Density,228 kgCO2e,1000 kg,Applied_Fireproofing
ec3b46rh,Spray-applied Fire-Resistive Materials (SFRMs) - Standard Density,228 kgCO2e,1000 kg,Applied_Fireproofing
ec3gtxue,074-22 12.5mm Surface,61.85 kgCO2e,1 metric ton,Asphalt
ec356zgz,076-22 12.5mm Surface RAP,53.5 kgCO2e,1 metric ton,Asphalt
ec38j6f2,"1"" Binder",59.16 kgCO2e,1 metric ton,Asphalt
ec3qaz3k,"1"" Binder",55.78 kgCO2e,1 metric ton,Asphalt
ec382enc,"1"" Binder A/B C/D E",53.75 kgCO2e,1 metric ton,Asphalt
ec39je3z,"1"" Binder A/B C/D E",53.75 kgCO2e,1 metric ton,Asphalt
ec3fx5cq,"1"" Private",47.3 kgCO2e,1 metric ton,Asphalt
ec3g97y6,"1"" Private",47.08 kgCO2e,1 metric ton,Asphalt
ec3h1hx6,1-23-12 (MAG14),71.93 kgCO2e,1 metric ton,Asphalt
ec32784w,"1-23-34 (MAG 3/4"")",71.92 kgCO2e,1 metric ton,Asphalt
ec3x7wh8,"1/2"" ALDOT Seal",68.96 kgCO2e,1 metric ton,Asphalt
ec3u2wen,"1/2"" Leveling A/B C/D",60.87 kgCO2e,1 metric ton,Asphalt
ec3mnurf,"1/2"" Leveling A/B C/D",60.87 kgCO2e,1 metric ton,Asphalt
ec3r1nju,"1/2"" Private",54.2 kgCO2e,1 metric ton,Asphalt
ec3802dj,"1/2"" Private",54.42 kgCO2e,1 metric ton,Asphalt
ec35b5dt,1154000 37.5MM Base,67.09 kgCO2e,1 metric ton,Asphalt
ec3qqqa4,1154000 37.5MM Base,66.79 kgCO2e,1 metric ton,Asphalt
ec3gkf28,1154000 37.5MM Base,67.09 kgCO2e,1 metric ton,Asphalt
ec3dgxrj,119 65gyr PG64-28 LCP 119.20,58.65 kgCO2e,1 metric ton,Asphalt
ec3k5tz0,12.5mm 65gyr FMR2 PG64-28ETCop 114.20,62.07 kgCO2e,1 metric ton,Asphalt
ec3ht3fy,12.5mm 65gyr FMR2 PG64-28ETCop 114.20,62.1 kgCO2e,1 metric ton,Asphalt
ec3s7tkm,12.5mm 65gyr FMR2 PG64-28ETMA 114.20,63.8 kgCO2e,1 metric ton,Asphalt
ec3uxjda,12.5mm 65gyr FMR2 PG64-28ETMA 114.20,63.76 kgCO2e,1 metric ton,Asphalt
ec31xk51,12.5mm 65gyr FMR2 PG64-28NH 114.20,57.71 kgCO2e,1 metric ton,Asphalt
ec32ycd1,12.5mm 65gyr FMR2 PG64-28NH 114.20,57.71 kgCO2e,1 metric ton,Asphalt
ec3btg7n,12.5mm 65gyr FMR2 PG64-28NH 114.20 Zyco,57.71 kgCO2e,1 metric ton,Asphalt
ec3jdgqm,12.5mm 65gyr FMR2 PG64-28NH 114.20 Zyco,57.68 kgCO2e,1 metric ton,Asphalt
ec3w7cds,12.5mm 65gyr FMR2 PG64-28SP 114.20,57.06 kgCO2e,1 metric ton,Asphalt
ec35p8xg,12.5mm 65gyr FMR3 PG64-28ET Cop 114.20Zy,60.79 kgCO2e,1 metric ton,Asphalt
ec3cgrrx,12.5mm 65gyr FMR3 PG64-28ET Cop 114.20Zy,60.76 kgCO2e,1 metric ton,Asphalt
ec3t3h4u,12.5mm 65gyr FMR3 PG64-28ETMA 114.20Zyco,62.47 kgCO2e,1 metric ton,Asphalt
ec3qx98y,12.5mm 65gyr FMR3 PG64-28ETMA 114.20Zyco,62.5 kgCO2e,1 metric ton,Asphalt
ec3zx2zp,12.5mm 65gyr FMR3 PG64-28NH 114.20,56.28 kgCO2e,1 metric ton,Asphalt
ec3ghrh5,12.5mm 65gyr FMR3 PG64-28NH 114.20-1Zy,56.35 kgCO2e,1 metric ton,Asphalt
ec3ru564,12.5mm 65gyr FMR3 PG64-28NH 114.20-1Zy,56.32 kgCO2e,1 metric ton,Asphalt
ec38eqh1,12.5mm 65gyr FMR3 PG64-28SP 114.20,55.66 kgCO2e,1 metric ton,Asphalt
ec3trneq,12.5mm 65gyr PG64-22 114.20,55.75 kgCO2e,1 metric ton,Asphalt
ec3dm63b,12.5mm 65gyr PG64-28 114.20,53.72 kgCO2e,1 metric ton,Asphalt
ec3b7201,12.5mm 65gyr PG64-28 114.20-1,56.27 kgCO2e,1 metric ton,Asphalt
ec3m9e9j,12.5mm 65gyr PG64-28 114.20-1Zy,56.34 kgCO2e,1 metric ton,Asphalt
ec3s7cx4,12.5mm 65gyr PG64-28 114.20-2ZyETAs,62.49 kgCO2e,1 metric ton,Asphalt
ec3qk6hn,12.5mm 65gyr PG64-28 114.20-3ZyETCop,60.78 kgCO2e,1 metric ton,Asphalt
ec361549,12.5mm 75gyr FMR2 PG64-28SP 124.20,53.38 kgCO2e,1 metric ton,Asphalt
ec3cbnx5,120831,79.53 kgCO2e,1 metric ton,Asphalt
ec3pbk0j,120833,60.01 kgCO2e,1 metric ton,Asphalt
ec3a9w2t,120833R20,53.14 kgCO2e,1 metric ton,Asphalt
ec3pquf3,120933,59.3 kgCO2e,1 metric ton,Asphalt
ec3711qj,1209331BStaff,59.61 kgCO2e,1 metric ton,Asphalt
ec3mnbub,120933R20,51.82 kgCO2e,1 metric ton,Asphalt
ec3rakgn,120933R201BStaff,52.56 kgCO2e,1 metric ton,Asphalt
ec32gwu9,120933R20Staff,53.67 kgCO2e,1 metric ton,Asphalt
ec30d8db,120933Staff,61.33 kgCO2e,1 metric ton,Asphalt
ec3wcw34,121231,78.82 kgCO2e,1 metric ton,Asphalt
ec3zq2aw,121427,61.19 kgCO2e,1 metric ton,Asphalt
ec3ucw8p,121427L,61.6 kgCO2e,1 metric ton,Asphalt
ec3wnzrp,121427R20,54.47 kgCO2e,1 metric ton,Asphalt
ec3z36jr,121427R20L,54.99 kgCO2e,1 metric ton,Asphalt
ec35p79h,121627,63.14 kgCO2e,1 metric ton,Asphalt
ec3d929k,121627R20,56.42 kgCO2e,1 metric ton,Asphalt
ec3ejyw7,1252000 25.0MM Binder,68.31 kgCO2e,1 metric ton,Asphalt
ec3smfkt,1252000 25.0MM Binder,68.31 kgCO2e,1 metric ton,Asphalt
ec3s9xnj,1252000 25.0MM Binder,68.01 kgCO2e,1 metric ton,Asphalt
ec394nw2,1252501 25.0MM Binder,63.18 kgCO2e,1 metric ton,Asphalt
ec3u8ap7,1252501 25.0MM Binder,63.48 kgCO2e,1 metric ton,Asphalt
ec33k3p8,1252501 25.0MM Binder,63.48 kgCO2e,1 metric ton,Asphalt
ec3hzmeg,1254000 25MM Binder,66.7 kgCO2e,1 metric ton,Asphalt
ec3p19at,1254000 25MM Binder,67.01 kgCO2e,1 metric ton,Asphalt
ec3ccwgx,1254000 25MM Binder,67.01 kgCO2e,1 metric ton,Asphalt
ec39qjxg,13195,61.7 kgCO2e,1 metric ton,Asphalt
ec3ubaqe,13208,61.92 kgCO2e,1 metric ton,Asphalt
ec31pjfg,13328,67.67 kgCO2e,1 metric ton,Asphalt
ec30rtpm,13330,67.17 kgCO2e,1 metric ton,Asphalt
ec38yugu,13331,67.17 kgCO2e,1 metric ton,Asphalt
ec36ng27,13332,59.92 kgCO2e,1 metric ton,Asphalt
ec3pkwz7,13333,59.49 kgCO2e,1 metric ton,Asphalt
ec3ngwfe,13334,66.6 kgCO2e,1 metric ton,Asphalt
ec35b1fy,13335,63.18 kgCO2e,1 metric ton,Asphalt
ec392cr7,13337,65.75 kgCO2e,1 metric ton,Asphalt
ec3pz5gp,1343013,67.09 kgCO2e,1 metric ton,Asphalt
ec3mq8g9,"1343013, an asphalt mix.",67.09 kgCO2e,1 tonne,Asphalt
ec3ckd22,1352501 12.5MM Surface,80.43 kgCO2e,1 metric ton,Asphalt
ec3613gb,1352501 12.5MM Surface,80.73 kgCO2e,1 metric ton,Asphalt
ec3mrmcy,1352501 12.5MM Surface,80.73 kgCO2e,1 metric ton,Asphalt
ec3e2wsz,1352501 12.5MM Surface,80.73 kgCO2e,1 metric ton,Asphalt
ec34t2ep,1354003 12.5MM Surface,74.16 kgCO2e,1 metric ton,Asphalt
ec3ccxtf,1354003 12.5MM Surface,74.16 kgCO2e,1 metric ton,Asphalt
ec3aj4sg,1354003 12.5MM Surface,73.86 kgCO2e,1 metric ton,Asphalt
ec30efeq,1354503 12.5MM Surface,69.76 kgCO2e,1 metric ton,Asphalt
ec3fbp3s,1354503 12.5MM Surface,69.46 kgCO2e,1 metric ton,Asphalt
ec3q0q09,1354503 12.5MM Surface,69.76 kgCO2e,1 metric ton,Asphalt
ec3rq4bs,1354503 12.5MM Surface,69.76 kgCO2e,1 metric ton,Asphalt
ec3cm1k9,1356000 12.5MM Surface,72.21 kgCO2e,1 metric ton,Asphalt
ec3y5gqs,1356000 12.5MM Surface,72.21 kgCO2e,1 metric ton,Asphalt
ec3ckdtb,1356000 12.5MM Surface,71.91 kgCO2e,1 metric ton,Asphalt
ec3ru4h5,1356501 12.5MM Surface,69.16 kgCO2e,1 metric ton,Asphalt
ec39a6f6,1356501 12.5MM Surface,69.47 kgCO2e,1 metric ton,Asphalt
ec31m9wy,1356501 12.5MM Surface,69.47 kgCO2e,1 metric ton,Asphalt
ec3eqzgj,1356501 12.5MM Surface,69.47 kgCO2e,1 metric ton,Asphalt
ec30w8yt,13629,67.08 kgCO2e,1 metric ton,Asphalt
ec3y54mu,13700,69.51 kgCO2e,1 metric ton,Asphalt
ec3x557m,13954,67.16 kgCO2e,1 metric ton,Asphalt
ec3z5ghf,14151,61.88 kgCO2e,1 metric ton,Asphalt
ec31zfpy,14152,66.51 kgCO2e,1 metric ton,Asphalt
ec31ghwa,14153,67.9 kgCO2e,1 metric ton,Asphalt
ec31a8bt,14154,60.02 kgCO2e,1 metric ton,Asphalt
ec3ds4t8,14155,63 kgCO2e,1 metric ton,Asphalt
ec356xzg,14156,63.81 kgCO2e,1 metric ton,Asphalt
ec3nuuj1,14157,71.03 kgCO2e,1 metric ton,Asphalt
ec3a968j,14158,71.18 kgCO2e,1 metric ton,Asphalt
ec3as1jd,14159,69.02 kgCO2e,1 metric ton,Asphalt
ec3010gy,14276,69.69 kgCO2e,1 metric ton,Asphalt
ec3arrzk,1441433,82.72 kgCO2e,1 metric ton,Asphalt
ec3sr29m,"1441433, an asphalt mix.",82.72 kgCO2e,1 tonne,Asphalt
ec3w2u20,1452001 9.2MM Surface,73.85 kgCO2e,1 metric ton,Asphalt
ec3fbty9,1452001 9.2MM Surface,73.85 kgCO2e,1 metric ton,Asphalt
ec3t24j1,1452001 9.2MM Surface,73.55 kgCO2e,1 metric ton,Asphalt
ec3xb5s5,1452501 9.5MM Surface,72.08 kgCO2e,1 metric ton,Asphalt
ec35hrsf,1452501 9.5MM Surface,71.78 kgCO2e,1 metric ton,Asphalt
ec3mcfrb,1452501 9.5MM Surface,72.08 kgCO2e,1 metric ton,Asphalt
ec3fxtd8,1452501 9.5MM Surface,72.08 kgCO2e,1 metric ton,Asphalt
ec3xsn0q,1454000 9.5MM Surface,74.87 kgCO2e,1 metric ton,Asphalt
ec3wt4y3,1454000 9.5MM Surface,74.87 kgCO2e,1 metric ton,Asphalt
ec320djz,1454000 9.5MM Surface,74.56 kgCO2e,1 metric ton,Asphalt
ec3b8uk2,19.0mm 65gyr FR PG64-28NH 112.00,57.69 kgCO2e,1 metric ton,Asphalt
ec3146k7,19.0mm 65gyr FR PG64-28SP 112.00,57 kgCO2e,1 metric ton,Asphalt
ec3mfcdm,19.0mm 65gyr FR PG64-28SP 112.20,51.83 kgCO2e,1 metric ton,Asphalt
ec312ejb,19.0mm 65gyr PG64-22 112.00,56.8 kgCO2e,1 metric ton,Asphalt
ec3tyj4j,19.0mm 65gyr PG64-28 112.00,57.68 kgCO2e,1 metric ton,Asphalt
ec3bbtrb,19.0mm 65gyr PG64-28 112.00,56.97 kgCO2e,1 metric ton,Asphalt
ec3fn2ec,19.0mm 65gyr PG64-28 112.20,51.81 kgCO2e,1 metric ton,Asphalt
ec33g1pn,19.0mm 65gyr PG64-28 112.20. all Sidney,50.62 kgCO2e,1 metric ton,Asphalt
ec3b7sdm,19.0mm 65gyr PG64-28NH 112.00 Zyco,57.66 kgCO2e,1 metric ton,Asphalt
ec3gpser,19.0mm 65gyr PG64-28NH 112.00 Zyco,57.7 kgCO2e,1 metric ton,Asphalt
ec3j9879,19.0mm 75gyr FR PG64-28SP 122.20,49.42 kgCO2e,1 metric ton,Asphalt
ec3qp0er,190233,55.23 kgCO2e,1 metric ton,Asphalt
ec3wydzz,190233Oaks,57.94 kgCO2e,1 metric ton,Asphalt
ec35jqq6,190233R20,48.44 kgCO2e,1 metric ton,Asphalt
ec395fdm,190233R20Oaks,49.71 kgCO2e,1 metric ton,Asphalt
ec31k1bf,190333,57.85 kgCO2e,1 metric ton,Asphalt
ec36gs2g,190333R20,50.41 kgCO2e,1 metric ton,Asphalt
ec3ggtkw,190333R20Staff,51.21 kgCO2e,1 metric ton,Asphalt
ec3bg28c,190333Staff,58.19 kgCO2e,1 metric ton,Asphalt
ec332tam,191327,57.94 kgCO2e,1 metric ton,Asphalt
ec364r8s,191327R20,49.91 kgCO2e,1 metric ton,Asphalt
ec3tr7ne,191527,59.24 kgCO2e,1 metric ton,Asphalt
ec3xzc1m,191527R20,51.21 kgCO2e,1 metric ton,Asphalt
ec325ahq,191631,75.88 kgCO2e,1 metric ton,Asphalt
ec3xz7uj,191931,76.7 kgCO2e,1 metric ton,Asphalt
ec3schbw,2018-TM-004D V55-64-10-R0,38.5 kgCO2e,2000 lbs,Asphalt
ec3mqxsp,2018-TM-004D-V55-64-10-R15,36.53 kgCO2e,2000 lbs,Asphalt
ec35k6ms,211135,70.4 kgCO2e,1 metric ton,Asphalt
ec3frdg5,211135,70.4 kgCO2e,1 metric ton,Asphalt
ec3t2sbf,211145,71.87 kgCO2e,1 metric ton,Asphalt
ec3nrbcn,211145,71.87 kgCO2e,1 metric ton,Asphalt
ec3dmtwf,211155,49.29 kgCO2e,1 metric ton,Asphalt
ec361tta,211155,49.29 kgCO2e,1 metric ton,Asphalt
ec3qwprh,250133,54.57 kgCO2e,1 metric ton,Asphalt
ec3tgh19,250133Oaks,57.22 kgCO2e,1 metric ton,Asphalt
ec388897,250133R20,47.13 kgCO2e,1 metric ton,Asphalt
ec3cq9d8,250133R20Oaks,48.33 kgCO2e,1 metric ton,Asphalt
ec3aqqzf,250633,53.92 kgCO2e,1 metric ton,Asphalt
ec3wwjxc,250633R20,47.13 kgCO2e,1 metric ton,Asphalt
ec3dfgsh,250827,55.34 kgCO2e,1 metric ton,Asphalt
ec33txcq,250827R20,48.61 kgCO2e,1 metric ton,Asphalt
ec37pbb9,251127,55.34 kgCO2e,1 metric ton,Asphalt
ec3c0wb2,251127R20,48.61 kgCO2e,1 metric ton,Asphalt
ec3gnqf5,251127R20S,48.04 kgCO2e,1 metric ton,Asphalt
ec32r6cj,251127S,55.41 kgCO2e,1 metric ton,Asphalt
ec3paj66,251131,73.52 kgCO2e,1 metric ton,Asphalt
ec3xzgum,251531,73.93 kgCO2e,1 metric ton,Asphalt
ec3zp0z6,"3/4"" Versa-Phalt",25.7 kgCO2e,2000 lbs,Asphalt
ec3em9by,304-40332400-V,59.24 kgCO2e,1 metric ton,Asphalt
ec30dd18,304-40342400-V,61.17 kgCO2e,1 metric ton,Asphalt
ec352y7t,304-40342409-V,61.2 kgCO2e,1 metric ton,Asphalt
ec37zatq,304-40432400-V,59.24 kgCO2e,1 metric ton,Asphalt
ec3kx79k,304-40432409-V,59.27 kgCO2e,1 metric ton,Asphalt
ec3t7r8s,304-40442400-V,61.17 kgCO2e,1 metric ton,Asphalt
ec3but6u,304-40442409-V,61.2 kgCO2e,1 metric ton,Asphalt
ec39maek,304-40732400-V,59.24 kgCO2e,1 metric ton,Asphalt
ec3pdk5m,304-40742400-V,61.17 kgCO2e,1 metric ton,Asphalt
ec35kenb,304-40932400-V,59.24 kgCO2e,1 metric ton,Asphalt
ec3qaq7x,304-40942400-V,61.17 kgCO2e,1 metric ton,Asphalt
ec3n5ch7,3082,81.81 kgCO2e,1 metric ton,Asphalt
ec3m6qmq,3252503 340 Ty B,62.98 kgCO2e,1 metric ton,Asphalt
ec3fx5t4,3252503 340 Ty B,62.37 kgCO2e,1 metric ton,Asphalt
ec3r2h7b,3252503 340 Ty B,62.98 kgCO2e,1 metric ton,Asphalt
ec3zu1wm,3252503 340 Ty B,62.98 kgCO2e,1 metric ton,Asphalt
ec3j1edn,3352519 3076 Ty C,61.67 kgCO2e,1 metric ton,Asphalt
ec3uznm7,3352519 3076 Ty C,61.67 kgCO2e,1 metric ton,Asphalt
ec3qssxp,3352519 3076 Ty C,61.67 kgCO2e,1 metric ton,Asphalt
ec3nket7,3352519 3076 Ty C,61.06 kgCO2e,1 metric ton,Asphalt
ec35ussw,3352520 3077 Ty C,64.25 kgCO2e,1 metric ton,Asphalt
ec379des,3352520 3077 Ty C,64.25 kgCO2e,1 metric ton,Asphalt
ec3ypthr,3352520 3077 Ty C,64.25 kgCO2e,1 metric ton,Asphalt
ec3u56ys,3352520 3077 Ty C,63.64 kgCO2e,1 metric ton,Asphalt
ec3a3cej,3354510 3077 Ty C,64.25 kgCO2e,1 metric ton,Asphalt
ec3k0xyq,3354510 3077 Ty C,63.64 kgCO2e,1 metric ton,Asphalt
ec3yu2r9,3356502 3077 SP C,64.42 kgCO2e,1 metric ton,Asphalt
ec3ndrun,3356502 3077 SP C,65.03 kgCO2e,1 metric ton,Asphalt
ec31fsgs,3356502 3077 SP C,65.03 kgCO2e,1 metric ton,Asphalt
ec37f0an,3356502 3077 SP C,65.03 kgCO2e,1 metric ton,Asphalt
ec348f7k,3452504 340 D,64.73 kgCO2e,1 metric ton,Asphalt
ec37y71d,3452504 340 D,64.12 kgCO2e,1 metric ton,Asphalt
ec38ej2u,3452544 3077 D,67.23 kgCO2e,1 metric ton,Asphalt
ec30ny02,3452544 3077 D,67.84 kgCO2e,1 metric ton,Asphalt
ec31k6uf,3454509 3077 D,67.23 kgCO2e,1 metric ton,Asphalt
ec38a9yw,3454509 3077 D,67.84 kgCO2e,1 metric ton,Asphalt
ec32b6jp,3456003 SMA D,182.7 kgCO2e,1 metric ton,Asphalt
ec3q5r43,3456504 3077 D,67.23 kgCO2e,1 metric ton,Asphalt
ec3m07dm,3456504 3077 D,67.84 kgCO2e,1 metric ton,Asphalt
ec30t8jz,3508,64.48 kgCO2e,1 metric ton,Asphalt
ec3ymwm0,351-40232416-V,55.7 kgCO2e,1 metric ton,Asphalt
ec3yj09c,351-40332407-A,53.12 kgCO2e,1 metric ton,Asphalt
ec38nn8k,351-40332428-P,53.35 kgCO2e,1 metric ton,Asphalt
ec3z1g5c,351-40342407-A,55.03 kgCO2e,1 metric ton,Asphalt
ec3nhn13,351-40342428-P,55.27 kgCO2e,1 metric ton,Asphalt
ec3mabyj,351-40932407-A,53.12 kgCO2e,1 metric ton,Asphalt
ec35dyxh,351-40932407-P,53.34 kgCO2e,1 metric ton,Asphalt
ec33md8f,351-40942407-A,55.03 kgCO2e,1 metric ton,Asphalt
ec38e0wd,351-40942407-P,55.26 kgCO2e,1 metric ton,Asphalt
ec300sgk,351-40942407-V,55.83 kgCO2e,1 metric ton,Asphalt
ec3cex59,351-40942428-P,55.28 kgCO2e,1 metric ton,Asphalt
ec3h0ncm,3552508 3076 F,68.19 kgCO2e,1 metric ton,Asphalt
ec3z7kz0,3552508 3076 F,69.11 kgCO2e,1 metric ton,Asphalt
ec3n0tq5,370433,51.95 kgCO2e,1 metric ton,Asphalt
ec3jnrx8,370433Oaks,54.27 kgCO2e,1 metric ton,Asphalt
ec3xp1fk,370433R20,44.5 kgCO2e,1 metric ton,Asphalt
ec3uh65p,370433R20Oaks,45.71 kgCO2e,1 metric ton,Asphalt
ec3x4ptu,370433R30,41.11 kgCO2e,1 metric ton,Asphalt
ec3zafrj,370433R30Oaks,41.85 kgCO2e,1 metric ton,Asphalt
ec3cm0rt,370827,54.04 kgCO2e,1 metric ton,Asphalt
ec3mnuj3,370827R20,45.36 kgCO2e,1 metric ton,Asphalt
ec3z7pmm,370827R20S,45.46 kgCO2e,1 metric ton,Asphalt
ec3m1w8g,370827R30,42 kgCO2e,1 metric ton,Asphalt
ec3cd1f2,370827R30S,42.1 kgCO2e,1 metric ton,Asphalt
ec3mmtg5,370827S,53.52 kgCO2e,1 metric ton,Asphalt
ec35ayum,370833,51.29 kgCO2e,1 metric ton,Asphalt
ec3qc392,370833R20,44.5 kgCO2e,1 metric ton,Asphalt
ec3t993u,370833R30,41.11 kgCO2e,1 metric ton,Asphalt
ec30nqkj,371127,53.39 kgCO2e,1 metric ton,Asphalt
ec3py0jb,371127R20,46.66 kgCO2e,1 metric ton,Asphalt
ec3b3hfp,371127R20S,46.78 kgCO2e,1 metric ton,Asphalt
ec359u7n,371127R30,43.3 kgCO2e,1 metric ton,Asphalt
ec3942j5,371127R30S,43.4 kgCO2e,1 metric ton,Asphalt
ec3kg1zr,371127S,53.54 kgCO2e,1 metric ton,Asphalt
ec32grmg,371531,71.6 kgCO2e,1 metric ton,Asphalt
ec343qr0,372031,71.44 kgCO2e,1 metric ton,Asphalt
ec3h6mad,3776,67.93 kgCO2e,1 metric ton,Asphalt
ec3q97zy,"424 1"" Binder ABCDE PG67-22 GH-0062-22",53.62 kgCO2e,1 metric ton,Asphalt
